job_card_date,invoice_line_text,material,supplier_name,review_text
29-09-2018,Car Battery Case,Plastic,Saraswathi Auto Works,"Worst purchase ever, broke after one week. Very disappointed."
29-09-2018,Rubber Seal,Rubber,Ravi Auto Engineers,"Very poor quality, do not recommend. Broke within a week of use."
29-09-2018,Wheel Rim,Steel,Prabha Auto Parts,No complaints. The part performs well and was easy to install.
29-09-2018,Car Battery Case,Plastic,Ganesh Car Services,"Average product, but works fine for basic needs. Could be sturdier."
29-09-2018,Car Battery Case,Plastic,Ramesh Auto Traders,"Amazing performance, highly recommend! A must-buy for all car owners."
29-09-2018,Rubber Seal,Rubber,Vidhyarthi Auto Solutions,"Not bad, but the price could be reduced a little. It's functional, though."
29-09-2018,Coolant Pipe,Plastic,Sree Ram Auto Services,A great product at an affordable price. Would recommend to others.
29-09-2018,Exhaust Pipe,Steel,Durga Motors,"Not bad, but the price could be reduced a little. It's functional, though."
29-09-2018,Side Mirror Cover,Plastic,Lakshmi Vehicle Components,"Product fits well, but the finish could have been better. Overall, okay."
29-09-2018,Radiator,Aluminum,Shakti Automotive,"Quality is okay, but it could be better. Not as durable as expected."
29-09-2018,Exhaust Pipe,Steel,Prabha Auto Parts,No complaints. The part performs well and was easy to install.
29-09-2018,Side Mirror Cover,Plastic,Ganga Auto Works,"Satisfactory, meets the needs. Could be better in terms of fitment."
29-09-2018,Rubber Seal,Rubber,Vishnu Auto Engineers,"Works as expected, but I thought it would last longer."
29-09-2018,Side Mirror Cover,Plastic,Techno Car Repairs,"Worth the price, satisfied overall. Installation was simple and easy."
29-09-2018,Fuel Tank,Aluminum,Prabha Auto Parts,This part fits perfectly and works like a charm. Totally recommend it!
29-09-2018,Brake Disc,Steel,Venkateshwara Motors,"Worth the price, satisfied overall. Installation was simple and easy."
29-09-2018,Coolant Pipe,Plastic,Shree Durga Auto Solutions,"Satisfactory, meets the needs. Could be better in terms of fitment."
29-09-2018,Fuel Tank,Aluminum,Sree Ram Auto Services,"Received the item late, but it works fine. A little disappointed with the delay."
29-09-2018,Coolant Pipe,Plastic,Saraswathi Auto Works,"Satisfactory, meets the needs. Could be better in terms of fitment."
29-09-2018,Rubber Seal,Rubber,Maruthi Auto Parts,"Amazing performance, highly recommend! A must-buy for all car owners."
29-09-2018,Exhaust Pipe,Steel,Raghavendra Auto Parts,This part is very sturdy and has improved my car's performance significantly.
29-09-2018,Exhaust Pipe,Steel,Omkar Auto Traders,"Excellent product, very durable! Worth every penny."
29-09-2018,Brake Disc,Steel,Shakti Automotive,"Amazing performance, highly recommend! A must-buy for all car owners."
29-09-2018,Coolant Pipe,Plastic,Ganga Auto Works,Expected better quality for the price. Not satisfied with the product.
29-09-2018,Fuel Tank,Aluminum,Sree Krishna Motors,"Not bad, but the price could be reduced a little. It's functional, though."
29-09-2018,Dashboard Cover,Plastic,Ravi Auto Engineers,This part is very sturdy and has improved my car's performance significantly.
29-09-2018,Wheel Rim,Steel,Shree Durga Auto Solutions,"Quality is okay, but it could be better. Not as durable as expected."
29-09-2018,Side Mirror Cover,Plastic,Ashwini Auto Parts,"Product works fine, good for the price. Would buy again."
29-09-2018,Car Battery Case,Plastic,Rajesh Auto Suppliers,Expected better quality for the price. Not satisfied with the product.
29-09-2018,Exhaust Pipe,Steel,Shubham Car Components,This part is very sturdy and has improved my car's performance significantly.
29-09-2018,Radiator,Aluminum,Ravi Auto Engineers,"Customer service was very helpful, and the product is good."
29-09-2018,Dashboard Cover,Plastic,Nandini Automotive Services,"Excellent product, very durable! Worth every penny."
29-09-2018,Dashboard Cover,Plastic,Raghavendra Auto Parts,Good value for money. Would definitely buy again from this seller.
29-09-2018,Rubber Seal,Rubber,Sree Auto Enterprises,"Worth the price, satisfied overall. Installation was simple and easy."
29-09-2018,Rubber Seal,Rubber,Kaveri Engine Parts,"Fast delivery, product is okay. However, customer service could be better."
29-09-2018,Coolant Pipe,Plastic,Sri Lakshmi Radiators,A great product at an affordable price. Would recommend to others.
29-09-2018,Rubber Seal,Rubber,Kaveri Engine Parts,Good value for money. Would definitely buy again from this seller.
29-09-2018,Engine Cover,Aluminum,Ganga Auto Works,Not impressed. The part started rusting after a few weeks of use.
29-09-2018,Fuel Tank,Aluminum,Sree Krishna Motors,Absolutely perfect! Everything fits and functions as it should.
29-09-2018,Engine Cover,Aluminum,Kaveri Engine Parts,This part is very sturdy and has improved my car's performance significantly.
29-09-2018,Engine Cover,Aluminum,Shree Durga Auto Solutions,"Amazing performance, highly recommend! A must-buy for all car owners."
29-09-2018,Dashboard Cover,Plastic,Ravi Auto Engineers,This part is very sturdy and has improved my car's performance significantly.
29-09-2018,Radiator,Aluminum,Nandini Automotive Services,"It's okay, not great. It did the job, but I expected more durability."
29-09-2018,Side Mirror Cover,Plastic,Sree Auto Enterprises,Absolutely perfect! Everything fits and functions as it should.
30-09-2018,Exhaust Pipe,Steel,Techno Car Repairs,"Average product, but works fine for basic needs. Could be sturdier."
30-09-2018,Brake Disc,Steel,Kaveri Engine Parts,"Great product, but it took longer to arrive than expected."
30-09-2018,Fuel Tank,Aluminum,Ashwini Auto Parts,A great product at an affordable price. Would recommend to others.
30-09-2018,Coolant Pipe,Plastic,Ramesh Auto Traders,"Amazing performance, highly recommend! A must-buy for all car owners."
30-09-2018,Car Battery Case,Plastic,Durga Motors,"Good quality, but a bit expensive compared to others."
30-09-2018,Brake Disc,Steel,Ramesh Auto Traders,"Received the item late, but it works fine. A little disappointed with the delay."
30-09-2018,Wheel Rim,Steel,Sree Auto Enterprises,No complaints. The part performs well and was easy to install.
30-09-2018,Coolant Pipe,Plastic,Shree Durga Auto Solutions,The product did not meet my expectations. Poor quality and cheap materials.
30-09-2018,Coolant Pipe,Plastic,Ramesh Auto Traders,"Product fits well, but the finish could have been better. Overall, okay."
30-09-2018,Exhaust Pipe,Steel,Raghavendra Auto Parts,"Fast delivery, product is okay. However, customer service could be better."
30-09-2018,Exhaust Pipe,Steel,Nandini Automotive Services,Expected better quality for the price. Not satisfied with the product.
30-09-2018,Exhaust Pipe,Steel,Jayam Vehicle Components,"Works as expected, but I thought it would last longer."
30-09-2018,Coolant Pipe,Plastic,Krishnamurthy Automotive,"Excellent product, very durable! Worth every penny."
30-09-2018,Exhaust Pipe,Steel,Sree Auto Enterprises,"Very poor quality, do not recommend. Broke within a week of use."
30-09-2018,Rubber Seal,Rubber,Shree Durga Auto Solutions,Not impressed. The part started rusting after a few weeks of use.
30-09-2018,Coolant Pipe,Plastic,Sree Auto Enterprises,I regret buying this. It's not as advertised and doesn't work properly.
30-09-2018,Exhaust Pipe,Steel,Kaveri Engine Parts,"Worst purchase ever, broke after one week. Very disappointed."
30-09-2018,Engine Cover,Aluminum,Durga Motors,"Fast delivery, product is okay. However, customer service could be better."
30-09-2018,Coolant Pipe,Plastic,Anand Auto Services,"Great product, but it took longer to arrive than expected."
30-09-2018,Wheel Rim,Steel,Shubham Car Components,The product did not meet my expectations. Poor quality and cheap materials.
30-09-2018,Coolant Pipe,Plastic,Krishnamurthy Automotive,A great product at an affordable price. Would recommend to others.
30-09-2018,Engine Cover,Aluminum,Rajesh Auto Suppliers,"It's okay, not great. It did the job, but I expected more durability."
30-09-2018,Rubber Seal,Rubber,Vidhyarthi Auto Solutions,"Good quality, but a bit expensive compared to others."
30-09-2018,Coolant Pipe,Plastic,Shubham Car Components,A great product at an affordable price. Would recommend to others.
30-09-2018,Dashboard Cover,Plastic,Rajesh Auto Suppliers,"Pretty good. It works well, but not as robust as other brands."
30-09-2018,Side Mirror Cover,Plastic,Anand Auto Services,No complaints. The part performs well and was easy to install.
30-09-2018,Fuel Tank,Aluminum,Lakshmi Vehicle Components,"Great service, product works perfectly. Highly satisfied with the purchase."
01-10-2018,Coolant Pipe,Plastic,Sree Krishna Motors,"Satisfactory, meets the needs. Could be better in terms of fitment."
01-10-2018,Dashboard Cover,Plastic,Prakash Auto Components,"Quality is okay, but it could be better. Not as durable as expected."
01-10-2018,Brake Disc,Steel,Maruthi Auto Parts,"Very poor quality, do not recommend. Broke within a week of use."
01-10-2018,Coolant Pipe,Plastic,Venkateshwara Motors,This part fits perfectly and works like a charm. Totally recommend it!
01-10-2018,Side Mirror Cover,Plastic,Raghavendra Auto Parts,"Average product, but works fine for basic needs. Could be sturdier."
01-10-2018,Rubber Seal,Rubber,Kaveri Engine Parts,This part is very sturdy and has improved my car's performance significantly.
01-10-2018,Radiator,Aluminum,Anand Auto Services,"Great service, product works perfectly. Highly satisfied with the purchase."
01-10-2018,Side Mirror Cover,Plastic,Jayam Vehicle Components,"Good quality, but a bit expensive compared to others."
01-10-2018,Brake Disc,Steel,Kaveri Engine Parts,Absolutely perfect! Everything fits and functions as it should.
01-10-2018,Exhaust Pipe,Steel,Raghavendra Auto Parts,Expected better quality for the price. Not satisfied with the product.
01-10-2018,Engine Cover,Aluminum,Prabha Auto Parts,"Installation was a bit tricky, but the product works fine now."
01-10-2018,Radiator,Aluminum,Shakti Automotive,Expected better quality for the price. Not satisfied with the product.
01-10-2018,Exhaust Pipe,Steel,Sree Krishna Motors,"Good quality, but a bit expensive compared to others."
01-10-2018,Side Mirror Cover,Plastic,Shubham Car Components,This part fits perfectly and works like a charm. Totally recommend it!
01-10-2018,Fuel Tank,Aluminum,Lakshmi Vehicle Components,"Amazing performance, highly recommend! A must-buy for all car owners."
01-10-2018,Coolant Pipe,Plastic,Sree Ram Auto Services,Very happy with this purchase! It fits my car perfectly and works smoothly.
01-10-2018,Dashboard Cover,Plastic,Shakti Automotive,"Works as expected, but I thought it would last longer."
01-10-2018,Dashboard Cover,Plastic,Rajesh Auto Suppliers,"Great service, product works perfectly. Highly satisfied with the purchase."
01-10-2018,Brake Disc,Steel,Vidhyarthi Auto Solutions,A great product at an affordable price. Would recommend to others.
01-10-2018,Exhaust Pipe,Steel,Ravi Auto Engineers,No complaints. The part performs well and was easy to install.
01-10-2018,Engine Cover,Aluminum,Nandini Automotive Services,"Excellent product, very durable! Worth every penny."
01-10-2018,Exhaust Pipe,Steel,Anand Auto Services,"Works as expected, but I thought it would last longer."
01-10-2018,Wheel Rim,Steel,Krishnamurthy Automotive,"Good quality, but a bit expensive compared to others."
01-10-2018,Car Battery Case,Plastic,Venkateshwara Motors,A great product at an affordable price. Would recommend to others.
01-10-2018,Side Mirror Cover,Plastic,Shakti Automotive,"Good quality, but a bit expensive compared to others."
01-10-2018,Dashboard Cover,Plastic,Ramesh Auto Traders,"Good quality, but a bit expensive compared to others."
01-10-2018,Exhaust Pipe,Steel,Anand Auto Services,"Amazing performance, highly recommend! A must-buy for all car owners."
01-10-2018,Wheel Rim,Steel,Raghavendra Auto Parts,This part fits perfectly and works like a charm. Totally recommend it!
01-10-2018,Wheel Rim,Steel,Kaveri Engine Parts,"Average product, but works fine for basic needs. Could be sturdier."
01-10-2018,Exhaust Pipe,Steel,Venkateshwara Motors,"Installation was a bit tricky, but the product works fine now."
01-10-2018,Engine Cover,Aluminum,Techno Car Repairs,"Great service, product works perfectly. Highly satisfied with the purchase."
01-10-2018,Radiator,Aluminum,Prakash Auto Components,"Received the item late, but it works fine. A little disappointed with the delay."
01-10-2018,Coolant Pipe,Plastic,Prakash Auto Components,The product did not meet my expectations. Poor quality and cheap materials.
01-10-2018,Car Battery Case,Plastic,Krishnamurthy Automotive,"Installation was a bit tricky, but the product works fine now."
01-10-2018,Exhaust Pipe,Steel,Ganga Auto Works,"Not bad, but the price could be reduced a little. It's functional, though."
01-10-2018,Fuel Tank,Aluminum,Ganesh Car Services,"Average product, but works fine for basic needs. Could be sturdier."
01-10-2018,Side Mirror Cover,Plastic,Anand Auto Services,"Worst purchase ever, broke after one week. Very disappointed."
01-10-2018,Wheel Rim,Steel,Nandini Automotive Services,"Quality is okay, but it could be better. Not as durable as expected."
01-10-2018,Rubber Seal,Rubber,Rajesh Auto Suppliers,"Amazing performance, highly recommend! A must-buy for all car owners."
01-10-2018,Wheel Rim,Steel,Ganga Auto Works,"Pretty good. It works well, but not as robust as other brands."
01-10-2018,Engine Cover,Aluminum,Krishnamurthy Automotive,No complaints. The part performs well and was easy to install.
01-10-2018,Dashboard Cover,Plastic,Rajesh Auto Suppliers,Very happy with this purchase! It fits my car perfectly and works smoothly.
01-10-2018,Exhaust Pipe,Steel,Venkateshwara Motors,"Works as expected, but I thought it would last longer."
01-10-2018,Engine Cover,Aluminum,Kaveri Engine Parts,"Customer service was very helpful, and the product is good."
01-10-2018,Exhaust Pipe,Steel,Vidhyarthi Auto Solutions,"Worth the price, satisfied overall. Installation was simple and easy."
01-10-2018,Wheel Rim,Steel,Techno Car Repairs,"Great product, but it took longer to arrive than expected."
01-10-2018,Fuel Tank,Aluminum,Vidhyarthi Auto Solutions,"Excellent product, very durable! Worth every penny."
01-10-2018,Coolant Pipe,Plastic,Omkar Auto Traders,"Good quality, but a bit expensive compared to others."
01-10-2018,Wheel Rim,Steel,Shubham Car Components,Expected better quality for the price. Not satisfied with the product.
01-10-2018,Exhaust Pipe,Steel,Lakshmi Vehicle Components,"Very poor quality, do not recommend. Broke within a week of use."
01-10-2018,Engine Cover,Aluminum,Maruthi Auto Parts,"Great product, but it took longer to arrive than expected."
01-10-2018,Engine Cover,Aluminum,Ganga Auto Works,"Satisfactory, meets the needs. Could be better in terms of fitment."
01-10-2018,Brake Disc,Steel,Vidhyarthi Auto Solutions,"Not bad, but the price could be reduced a little. It's functional, though."
01-10-2018,Wheel Rim,Steel,Shubham Car Components,"Worst purchase ever, broke after one week. Very disappointed."
01-10-2018,Car Battery Case,Plastic,Ashwini Auto Parts,Absolutely perfect! Everything fits and functions as it should.
01-10-2018,Radiator,Aluminum,Ganesh Car Services,"Great service, product works perfectly. Highly satisfied with the purchase."
01-10-2018,Brake Disc,Steel,Prabha Auto Parts,"Product fits well, but the finish could have been better. Overall, okay."
01-10-2018,Rubber Seal,Rubber,Prabha Auto Parts,"Not bad, but the price could be reduced a little. It's functional, though."
01-10-2018,Exhaust Pipe,Steel,Ganga Auto Works,"Not bad, but the price could be reduced a little. It's functional, though."
01-10-2018,Rubber Seal,Rubber,Prakash Auto Components,"Quality is okay, but it could be better. Not as durable as expected."
01-10-2018,Exhaust Pipe,Steel,Raghavendra Auto Parts,"Not as expected, needs improvement. The quality could be better."
01-10-2018,Radiator,Aluminum,Venkateshwara Motors,"Satisfactory, meets the needs. Could be better in terms of fitment."
01-10-2018,Coolant Pipe,Plastic,Shubham Car Components,Not impressed. The part started rusting after a few weeks of use.
01-10-2018,Dashboard Cover,Plastic,Ganesh Car Services,"Great service, product works perfectly. Highly satisfied with the purchase."
01-10-2018,Radiator,Aluminum,Sree Ram Auto Services,Absolutely perfect! Everything fits and functions as it should.
01-10-2018,Fuel Tank,Aluminum,Lakshmi Vehicle Components,"Satisfactory, meets the needs. Could be better in terms of fitment."
01-10-2018,Engine Cover,Aluminum,Lakshmi Vehicle Components,"Customer service was very helpful, and the product is good."
01-10-2018,Side Mirror Cover,Plastic,Ashwini Auto Parts,Absolutely perfect! Everything fits and functions as it should.
01-10-2018,Exhaust Pipe,Steel,Sree Auto Enterprises,This part is very sturdy and has improved my car's performance significantly.
01-10-2018,Rubber Seal,Rubber,Ashwini Auto Parts,"Pretty good. It works well, but not as robust as other brands."
01-10-2018,Dashboard Cover,Plastic,Ramesh Auto Traders,"Great product, but it took longer to arrive than expected."
01-10-2018,Radiator,Aluminum,Prakash Auto Components,Absolutely perfect! Everything fits and functions as it should.
01-10-2018,Wheel Rim,Steel,Maruthi Auto Parts,"Customer service was very helpful, and the product is good."
01-10-2018,Exhaust Pipe,Steel,Prakash Auto Components,"Product works fine, good for the price. Would buy again."
01-10-2018,Rubber Seal,Rubber,Ashwini Auto Parts,"Worth the price, satisfied overall. Installation was simple and easy."
01-10-2018,Exhaust Pipe,Steel,Venkateshwara Motors,"Not bad, but the price could be reduced a little. It's functional, though."
01-10-2018,Wheel Rim,Steel,Jayam Vehicle Components,"Not as expected, needs improvement. The quality could be better."
01-10-2018,Rubber Seal,Rubber,Ramesh Auto Traders,"Worth the price, satisfied overall. Installation was simple and easy."
01-10-2018,Rubber Seal,Rubber,Jayam Vehicle Components,"Worst purchase ever, broke after one week. Very disappointed."
01-10-2018,Exhaust Pipe,Steel,Nandini Automotive Services,I regret buying this. It's not as advertised and doesn't work properly.
02-10-2018,Dashboard Cover,Plastic,Shakti Automotive,This part is very sturdy and has improved my car's performance significantly.
02-10-2018,Engine Cover,Aluminum,Vidhyarthi Auto Solutions,"Pretty good. It works well, but not as robust as other brands."
02-10-2018,Exhaust Pipe,Steel,Prabha Auto Parts,Not impressed. The part started rusting after a few weeks of use.
02-10-2018,Coolant Pipe,Plastic,Krishnamurthy Automotive,Expected better quality for the price. Not satisfied with the product.
02-10-2018,Engine Cover,Aluminum,Ganesh Car Services,"Quality is okay, but it could be better. Not as durable as expected."
02-10-2018,Dashboard Cover,Plastic,Ganesh Car Services,"Installation was a bit tricky, but the product works fine now."
02-10-2018,Coolant Pipe,Plastic,Ashwini Auto Parts,This part is very sturdy and has improved my car's performance significantly.
02-10-2018,Wheel Rim,Steel,Lakshmi Vehicle Components,Good value for money. Would definitely buy again from this seller.
02-10-2018,Car Battery Case,Plastic,Rajesh Auto Suppliers,"It's okay, not great. It did the job, but I expected more durability."
02-10-2018,Wheel Rim,Steel,Saraswathi Auto Works,"Quality is okay, but it could be better. Not as durable as expected."
02-10-2018,Fuel Tank,Aluminum,Sree Krishna Motors,"Worst purchase ever, broke after one week. Very disappointed."
02-10-2018,Engine Cover,Aluminum,Venkateshwara Motors,Absolutely perfect! Everything fits and functions as it should.
02-10-2018,Dashboard Cover,Plastic,Ravi Auto Engineers,"It's okay, not great. It did the job, but I expected more durability."
02-10-2018,Coolant Pipe,Plastic,Raghavendra Auto Parts,"Amazing performance, highly recommend! A must-buy for all car owners."
02-10-2018,Rubber Seal,Rubber,Prabha Auto Parts,"Customer service was very helpful, and the product is good."
02-10-2018,Exhaust Pipe,Steel,Saraswathi Auto Works,Expected better quality for the price. Not satisfied with the product.
02-10-2018,Rubber Seal,Rubber,Nandini Automotive Services,"Great service, product works perfectly. Highly satisfied with the purchase."
02-10-2018,Side Mirror Cover,Plastic,Raghavendra Auto Parts,Expected better quality for the price. Not satisfied with the product.
02-10-2018,Coolant Pipe,Plastic,Ravi Auto Engineers,"Good quality, but a bit expensive compared to others."
02-10-2018,Dashboard Cover,Plastic,Krishnamurthy Automotive,"Average product, but works fine for basic needs. Could be sturdier."
02-10-2018,Wheel Rim,Steel,Raghavendra Auto Parts,No complaints. The part performs well and was easy to install.
02-10-2018,Side Mirror Cover,Plastic,Techno Car Repairs,"Not bad, but the price could be reduced a little. It's functional, though."
02-10-2018,Coolant Pipe,Plastic,Krishnamurthy Automotive,"Worth the price, satisfied overall. Installation was simple and easy."
02-10-2018,Coolant Pipe,Plastic,Raghavendra Auto Parts,"Amazing performance, highly recommend! A must-buy for all car owners."
02-10-2018,Dashboard Cover,Plastic,Shubham Car Components,"Satisfactory, meets the needs. Could be better in terms of fitment."
02-10-2018,Wheel Rim,Steel,Ganesh Car Services,"Pretty good. It works well, but not as robust as other brands."
02-10-2018,Radiator,Aluminum,Kaveri Engine Parts,"Quality is okay, but it could be better. Not as durable as expected."
02-10-2018,Fuel Tank,Aluminum,Ashwini Auto Parts,This part fits perfectly and works like a charm. Totally recommend it!
02-10-2018,Exhaust Pipe,Steel,Anand Auto Services,"Great service, product works perfectly. Highly satisfied with the purchase."
02-10-2018,Fuel Tank,Aluminum,Krishnamurthy Automotive,This part fits perfectly and works like a charm. Totally recommend it!
02-10-2018,Dashboard Cover,Plastic,Sree Auto Enterprises,"Amazing performance, highly recommend! A must-buy for all car owners."
02-10-2018,Rubber Seal,Rubber,Ashwini Auto Parts,"Not bad, but the price could be reduced a little. It's functional, though."
02-10-2018,Rubber Seal,Rubber,Sree Ram Auto Services,"Fast delivery, product is okay. However, customer service could be better."
02-10-2018,Fuel Tank,Aluminum,Nandini Automotive Services,"Received the item late, but it works fine. A little disappointed with the delay."
02-10-2018,Radiator,Aluminum,Krishnamurthy Automotive,A great product at an affordable price. Would recommend to others.
02-10-2018,Wheel Rim,Steel,Prakash Auto Components,"Amazing performance, highly recommend! A must-buy for all car owners."
02-10-2018,Car Battery Case,Plastic,Ashwini Auto Parts,"Quality is okay, but it could be better. Not as durable as expected."
02-10-2018,Rubber Seal,Rubber,Techno Car Repairs,This part fits perfectly and works like a charm. Totally recommend it!
02-10-2018,Fuel Tank,Aluminum,Nandini Automotive Services,"Satisfactory, meets the needs. Could be better in terms of fitment."
02-10-2018,Dashboard Cover,Plastic,Anand Auto Services,"Good quality, but a bit expensive compared to others."
02-10-2018,Car Battery Case,Plastic,Sree Krishna Motors,"Customer service was very helpful, and the product is good."
02-10-2018,Car Battery Case,Plastic,Sri Lakshmi Radiators,This part fits perfectly and works like a charm. Totally recommend it!
02-10-2018,Dashboard Cover,Plastic,Vidhyarthi Auto Solutions,"Customer service was very helpful, and the product is good."
02-10-2018,Coolant Pipe,Plastic,Sri Lakshmi Radiators,This part fits perfectly and works like a charm. Totally recommend it!
02-10-2018,Wheel Rim,Steel,Sri Lakshmi Radiators,"Product works fine, good for the price. Would buy again."
02-10-2018,Brake Disc,Steel,Techno Car Repairs,I regret buying this. It's not as advertised and doesn't work properly.
02-10-2018,Dashboard Cover,Plastic,Saraswathi Auto Works,"Quality is okay, but it could be better. Not as durable as expected."
02-10-2018,Rubber Seal,Rubber,Techno Car Repairs,"Great product, but it took longer to arrive than expected."
02-10-2018,Radiator,Aluminum,Venkateshwara Motors,"Average product, but works fine for basic needs. Could be sturdier."
02-10-2018,Dashboard Cover,Plastic,Techno Car Repairs,"Not bad, but the price could be reduced a little. It's functional, though."
02-10-2018,Side Mirror Cover,Plastic,Shakti Automotive,"It's okay, not great. It did the job, but I expected more durability."
02-10-2018,Radiator,Aluminum,Shakti Automotive,Absolutely perfect! Everything fits and functions as it should.
02-10-2018,Wheel Rim,Steel,Nandini Automotive Services,This part is very sturdy and has improved my car's performance significantly.
02-10-2018,Brake Disc,Steel,Vishnu Auto Engineers,"Worst purchase ever, broke after one week. Very disappointed."
02-10-2018,Brake Disc,Steel,Techno Car Repairs,"Great product, but it took longer to arrive than expected."
02-10-2018,Exhaust Pipe,Steel,Maruthi Auto Parts,This part is very sturdy and has improved my car's performance significantly.
02-10-2018,Coolant Pipe,Plastic,Prakash Auto Components,"Works as expected, but I thought it would last longer."
02-10-2018,Wheel Rim,Steel,Sree Ram Auto Services,"Customer service was very helpful, and the product is good."
02-10-2018,Coolant Pipe,Plastic,Venkateshwara Motors,This part fits perfectly and works like a charm. Totally recommend it!
02-10-2018,Wheel Rim,Steel,Durga Motors,"Quality is okay, but it could be better. Not as durable as expected."
02-10-2018,Dashboard Cover,Plastic,Sree Krishna Motors,"Not as expected, needs improvement. The quality could be better."
02-10-2018,Rubber Seal,Rubber,Jayam Vehicle Components,"Average product, but works fine for basic needs. Could be sturdier."
02-10-2018,Fuel Tank,Aluminum,Krishnamurthy Automotive,"Received the item late, but it works fine. A little disappointed with the delay."
02-10-2018,Wheel Rim,Steel,Rajesh Auto Suppliers,"Worth the price, satisfied overall. Installation was simple and easy."
02-10-2018,Exhaust Pipe,Steel,Anand Auto Services,Good value for money. Would definitely buy again from this seller.
02-10-2018,Coolant Pipe,Plastic,Ashwini Auto Parts,"Installation was a bit tricky, but the product works fine now."
02-10-2018,Radiator,Aluminum,Techno Car Repairs,"Quality is okay, but it could be better. Not as durable as expected."
02-10-2018,Rubber Seal,Rubber,Sri Lakshmi Radiators,"Product fits well, but the finish could have been better. Overall, okay."
02-10-2018,Radiator,Aluminum,Omkar Auto Traders,Absolutely perfect! Everything fits and functions as it should.
02-10-2018,Rubber Seal,Rubber,Ravi Auto Engineers,"Satisfactory, meets the needs. Could be better in terms of fitment."
02-10-2018,Exhaust Pipe,Steel,Sree Auto Enterprises,"Quality is okay, but it could be better. Not as durable as expected."
02-10-2018,Fuel Tank,Aluminum,Prakash Auto Components,"Average product, but works fine for basic needs. Could be sturdier."
02-10-2018,Wheel Rim,Steel,Krishnamurthy Automotive,This part is very sturdy and has improved my car's performance significantly.
02-10-2018,Radiator,Aluminum,Sree Krishna Motors,Very happy with this purchase! It fits my car perfectly and works smoothly.
02-10-2018,Dashboard Cover,Plastic,Raghavendra Auto Parts,"Quality is okay, but it could be better. Not as durable as expected."
02-10-2018,Coolant Pipe,Plastic,Ganesh Car Services,"Product works fine, good for the price. Would buy again."
02-10-2018,Dashboard Cover,Plastic,Prakash Auto Components,"Works as expected, but I thought it would last longer."
02-10-2018,Wheel Rim,Steel,Prakash Auto Components,"Amazing performance, highly recommend! A must-buy for all car owners."
02-10-2018,Coolant Pipe,Plastic,Ramesh Auto Traders,"Not as expected, needs improvement. The quality could be better."
02-10-2018,Dashboard Cover,Plastic,Prakash Auto Components,"Worst purchase ever, broke after one week. Very disappointed."
02-10-2018,Radiator,Aluminum,Vidhyarthi Auto Solutions,"Excellent product, very durable! Worth every penny."
02-10-2018,Dashboard Cover,Plastic,Raghavendra Auto Parts,"Not bad, but the price could be reduced a little. It's functional, though."
02-10-2018,Wheel Rim,Steel,Ramesh Auto Traders,Absolutely perfect! Everything fits and functions as it should.
02-10-2018,Brake Disc,Steel,Vidhyarthi Auto Solutions,"Fast delivery, product is okay. However, customer service could be better."
02-10-2018,Wheel Rim,Steel,Jayam Vehicle Components,"Excellent product, very durable! Worth every penny."
02-10-2018,Exhaust Pipe,Steel,Ramesh Auto Traders,"Product fits well, but the finish could have been better. Overall, okay."
02-10-2018,Wheel Rim,Steel,Omkar Auto Traders,No complaints. The part performs well and was easy to install.
02-10-2018,Fuel Tank,Aluminum,Sree Auto Enterprises,I regret buying this. It's not as advertised and doesn't work properly.
02-10-2018,Car Battery Case,Plastic,Prabha Auto Parts,This part is very sturdy and has improved my car's performance significantly.
02-10-2018,Engine Cover,Aluminum,Sree Krishna Motors,"Product works fine, good for the price. Would buy again."
02-10-2018,Dashboard Cover,Plastic,Anand Auto Services,"Customer service was very helpful, and the product is good."
02-10-2018,Exhaust Pipe,Steel,Durga Motors,"Installation was a bit tricky, but the product works fine now."
02-10-2018,Side Mirror Cover,Plastic,Ravi Auto Engineers,"Very poor quality, do not recommend. Broke within a week of use."
02-10-2018,Radiator,Aluminum,Maruthi Auto Parts,"Excellent product, very durable! Worth every penny."
02-10-2018,Engine Cover,Aluminum,Durga Motors,"Great service, product works perfectly. Highly satisfied with the purchase."
02-10-2018,Brake Disc,Steel,Ramesh Auto Traders,"Received the item late, but it works fine. A little disappointed with the delay."
02-10-2018,Dashboard Cover,Plastic,Anand Auto Services,"Not bad, but the price could be reduced a little. It's functional, though."
02-10-2018,Fuel Tank,Aluminum,Kaveri Engine Parts,This part is very sturdy and has improved my car's performance significantly.
02-10-2018,Side Mirror Cover,Plastic,Raghavendra Auto Parts,"Satisfactory, meets the needs. Could be better in terms of fitment."
02-10-2018,Exhaust Pipe,Steel,Rajesh Auto Suppliers,Absolutely perfect! Everything fits and functions as it should.
02-10-2018,Side Mirror Cover,Plastic,Vidhyarthi Auto Solutions,"Average product, but works fine for basic needs. Could be sturdier."
02-10-2018,Dashboard Cover,Plastic,Saraswathi Auto Works,"Great product, but it took longer to arrive than expected."
02-10-2018,Wheel Rim,Steel,Anand Auto Services,"Fast delivery, product is okay. However, customer service could be better."
02-10-2018,Exhaust Pipe,Steel,Shakti Automotive,"Average product, but works fine for basic needs. Could be sturdier."
02-10-2018,Coolant Pipe,Plastic,Lakshmi Vehicle Components,"Worth the price, satisfied overall. Installation was simple and easy."
02-10-2018,Rubber Seal,Rubber,Sree Auto Enterprises,"Very poor quality, do not recommend. Broke within a week of use."
